"institution.name","collection","object_name","object_number","title","description","edition","creator","creator.role","production.place","production.date.start","production.date.start.prec","production.date.notes","production.date.end","production.date.end.prec","material","material.part","technique","technique.part","dimension.notes","dimension.part","dimension.value","dimension.unit","acquisition.date","acquisition.method","acquisition.place","exhibition","exhibition.date.start","exhibition.date.end","exhibition.venue.place","related_object.association","related_object.reference","related_object.title"
"Design Museum Gent","","kom","1987-0843","Kom Rozenbottel","Kommetje in gele pâte de verre, met een decor in hoogreliëf van rozenbottels tussen bladeren.
Het decor is ontworpen door Henri Bergé, het kommetje is vervaardigd door Amalric Walter. De letters ""Sc"" zijn toegevoegd aan de naam van Bergé, als in ""sculpsit"".
Bergé en Walter werkten samen in de ateliers van Daum van 1906 tot 1914. Toen Walter in 1918 zijn eigen atelier oprichtte, bleven zij samenwerken.","","Bergé, Henri","ontwerper","Nancy","1918","circa","[periode dat Walter zijn eigen atelier met pâte de verre-productie had; datering volgens fiche]","1930","circa","pâte de verre","geheel","vormgevingstechniek","","","geheel","8.9","cm","1987","legaat","Den Haag","Ravissante Revelaties","2014-04-26","2014-08-31","Gent","","",""
"Design Museum Gent","","broodbord","1989-0078_022-103","Broodbord 28 A Seagull","Broodbord modelnummer 28 A behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","vermoedelijk","datum ontwerp","","vermoedelijk","porselein","geheel","vormgieten","","","geheel","2.4","cm","1990","aankoop","Gent","","","","","","",""
"Design Museum Gent","","schoteltje","1989-0078_002-103","Schoteltje 102 Seagull","Schoteltje modelnummer 102 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","","","geheel","2.5","cm","1990","aankoop","Gent","","","","","","",""
"Design Museum Gent","","broodbord","1989-0078_013-103","Broodbord 28 A Seagull","Broodbord modelnummer 28 A behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","","","geheel","2","cm","1990","aankoop","Gent","","","","","","",""
"Design Museum Gent","","broodbord","1989-0078_024-103","Broodbord 28 A Seagull","Broodbord modelnummer 28 A behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","","","geheel","2.1","cm","1990","aankoop","Gent","","","","","","",""
"Design Museum Gent","","schaal","1989-0078_095-103","Schaaltje in schelpvorm 42 Seagull","Schelpvormig schaaltje met drie lobben modelnummer 42 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","","","geheel","5","cm","1990","aankoop","Gent","","","","","","",""
"Design Museum Gent","","terrine","1989-0078_045-103","Terrine 5 Seagull","Terrine modelnummer 5 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","","","geheel","18","cm","1990","aankoop","Gent","","","","","","",""
"Design Museum Gent","","plat bord","1989-0078_056-103","Plat bord 25 Seagull","Plat bord modelnummer 25 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","","","geheel","3","cm","1990","aankoop","Gent","","","","","","",""
"Design Museum Gent","","vaas","1987-1317","Vaas model 93 decor K","Bolle ongedecoreerde vaas, licht gedrukt met rechte schouders. De blauwe vaas is bedekt met sterk reflecterende metaalglansglazuren en heeft daardoor een changeant blauw-gele glans.
De vaas dateert waarschijnlijk uit de periode na de dood van Offermans. Na de dood van oprichter G.J.D. Offermans (1857-1914) wordt onder leiding van ontwerper J.C. Heytze (1873-1943) de decoratie eerst soberder, om vervolgens geheel te verdwijnen zodat enkel de kleur van het lusterglazuur spreekt.","","St. Lukas, NV Kunstaardewerkfabriek","uitvoerder","Utrecht (stad)","1914","","[ongedecoreerde oppervlakken dateren van na dood Offermans in 1914; in 1932 werd St. Lukas geliquideerd]","1932","","porselein","geheel","vormgieten","","","geheel","10","cm","1987","legaat","Den Haag","Ravissante Revelaties","2014-04-26","2014-08-31","Gent","","",""
"Design Museum Gent","","kop (drinkgerei)","1989-0078_070-103","Koffiekop 102 Seagull","Koffiekop modelnummer 102 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","","","geheel","6.2","cm","1990","aankoop","Gent","","","","","","",""
"Design Museum Gent","","nachttafel","1978-0043_1-2","Nachttafel voor Villa Les Glycines","Nachttafel in pitch pine met bronzen handgrepen naar ontwerp van Paul Hankar voor de cottage Les Glycines van Philippe Wolfers.","","Hankar, Paul","ontwerper","Brussel","1899","","datum ontwerp","1900","","pitch pine","constructie","beeldsnijden","","","geheel","120","cm","1978","aankoop","","","","","","","",""
"Design Museum Gent","","kom","2006-0106_1-2","Kom Raisins","Zoals bij het dienblad Raisins (inv.nr. 87/448) bestaan de grepen van de kom uit imitatietwijgen in gegoten zilver. Op de wand van de binnenin vergulde kom is een decor van druivenranken met bladeren en vruchten geciseleerd.","","Wolfers, Philippe","ontwerper","Brussel","1897","circa","","1900","circa","zilver","geheel","metaalbewerken","geheel","","geheel","7","cm","","aankoop","Gent","Collectie in progress","2016-05-18","2018-04-02","Gent","","1987-0448","Dienblad Raisins"
"Design Museum Gent","jaren 1970","koffiekop","1989-0078_079-103","Seagull 102","Deze koffiekop behoort tot het servies 'Seagull' met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Hallin, Frederik August","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","geheel","","geheel","6.4","cm","1990-02-14","aankoop","Gent","","","","","","",""
"Design Museum Gent","","bord (vaatwerk)","FH-0035","Bord met margrieten en lisdodden","De rocaillerand van het bord is versierd met gedreven margrieten en lisdodden. Een decor van lisdodden en bloemen, gecombineerd met rocailles, komt in de productie van Wolfers vaker voor op schotels, schaaltjes en borden. Een identiek exemplaar behoort tot de collectie van het Museum Boymans-van Beuningen te Rotterdam. Beide neorococo borden komen uit eenzelfde set met het winkeliersmerk van E. Goldschmidt te Keulen. Het huis Goldschmidt was sinds 1875 het belangrijkste van de Europese verkooppunten waarmee Wolfers samenwerkte.
","","Wolfers, Philippe","ontwerper","Brussel","1890","circa","datum uitvoering","1897","circa","zilver","geheel","metaalbewerken","geheel","","geheel","1.5","cm","1990-07-31","aankoop","Leusden","Collectie in progress","2016-05-18","2018-04-02","Gent","","",""
"Design Museum Gent","","broodbord","1989-0078_015-103","Broodbord 28 A Seagull","Broodbord modelnummer 28 A behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","","","geheel","2.1","cm","1990","aankoop","Gent","","","","","","",""
"Design Museum Gent","","schotel","1989-0078_042-103","Schotel 16 Seagull","Ovale schotel modelnummer 16 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","","","geheel","4","cm","1990","aankoop","Gent","","","","","","",""
"Design Museum Gent","","melkkan","1989-0078_094-103","Melkkan 84 Seagull","Melkkan modelnummer 84 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","","","geheel","17.5","cm","1990","aankoop","Gent","","","","","","",""
